Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2845,13,95,655,199,252,518,Commanche,C4758
2654,10,30,1310,214,219,6243,Rawah,C7745
2969,23,180,1100,245,228,3038,Rawah,C7201
2712,17,295,3293,230,245,1786,Commanche,C4758
2906,7,218,4119,232,229,6301,Rawah,C7102
2770,33,371,967,114,200,1561,Commanche,C7710
3131,13,201,5622,190,247,3055,Rawah,C7201
2751,9,127,1710,229,223,1282,Rawah,C7745
3135,19,485,150,209,253,2306,Commanche,C7202
3322,15,150,3022,188,217,2234,Rawah,C8772
3198,4,319,124,214,244,2006,Neota,C7202
2813,33,127,2210,254,193,503,Commanche,C4758
2775,5,361,2802,230,234,6592,Rawah,C4744
3258,19,67,755,174,213,1301,Neota,C8772
3231,12,1034,3952,198,220,2385,Rawah,C7202
3353,17,576,1958,174,224,3124,Rawah,C8772
2933,21,108,1768,200,254,1159,Commanche,C7757
3009,13,42,2790,205,213,997,Commanche,C7755
3416,11,1082,3345,231,242,990,Commanche,C8707
2642,10,0,2280,214,219,990,Commanche,C7757
3148,9,180,1809,217,220,2613,Commanche,C7756
3259,13,564,819,217,210,792,Rawah,C7201
2926,10,242,5083,193,242,2173,Rawah,C6101
2991,8,573,5761,207,248,3021,Rawah,C7746
3073,9,330,2927,234,227,6177,Rawah,C7745
3257,16,811,1657,243,214,2529,Neota,C7202
2904,16,300,3144,227,205,1996,Commanche,C7757
3273,21,679,1384,184,196,1516,Commanche,C8772
3001,14,828,1383,216,209,2642,Commanche,C7757
3231,7,134,845,206,246,1243,Neota,C7700
3203,4,402,847,211,241,1834,Commanche,C7755
2799,8,210,2086,209,225,2525,Rawah,C7202
2355,7,42,537,229,227,806,Cache,C2703
2634,13,30,1718,238,236,283,Commanche,C2705
2761,10,134,1926,224,219,1142,Rawah,C4744
2671,24,150,1824,220,246,1451,Commanche,C4703
3276,10,342,1766,207,220,1149,Commanche,C7755
2662,21,120,1959,219,249,2694,Commanche,C2705
2633,7,270,631,215,226,1560,Rawah,C7102
2942,6,134,4106,204,240,4948,Rawah,C7745
3391,14,516,1974,243,229,1616,Rawah,C8703
3028,7,633,1356,214,226,2490,Rawah,C7745
2987,13,150,1500,242,222,1987,Rawah,C7201
2681,11,30,2251,239,232,1932,Rawah,C7746
3174,6,324,5860,210,245,2820,Rawah,C7101
3218,5,228,2394,215,245,781,Commanche,C7756
3105,18,124,3921,170,218,1718,Commanche,C7201
2806,16,67,2342,174,236,1516,Commanche,C7757
2025,34,60,212,227,227,242,Cache,C2717
3008,6,95,5604,203,239,2073,Rawah,C7201
2867,8,134,2490,200,234,2597,Rawah,C7745
2863,4,497,3617,226,234,6025,Rawah,C4744
2859,17,242,4227,207,253,5165,Rawah,C7746
3166,10,457,426,228,219,5794,Neota,C7202
3034,8,845,5788,202,247,5542,Rawah,C7745
2529,3,242,258,222,232,1348,Rawah,C4201
2936,19,85,4639,167,223,2263,Rawah,C7745
3058,13,180,1301,212,213,2796,Commanche,C7201
3021,18,618,5763,190,254,4085,Rawah,C7745
2867,9,234,2524,234,228,2598,Rawah,C7745
2899,14,1101,2520,222,249,1396,Commanche,C7790
3324,16,450,1627,214,203,2052,Rawah,C8703
2721,10,240,1230,200,223,1897,Commanche,C7757
2660,23,228,2133,183,191,2348,Commanche,C4704
2337,28,218,1370,152,185,924,Cache,C4703
2574,9,210,1660,220,220,1827,Commanche,C4704
3210,10,607,2635,192,242,216,Commanche,C7202
2771,21,30,1253,233,242,2080,Commanche,C4758
2811,11,0,2901,230,218,4492,Rawah,C7102
2679,13,488,577,225,211,1905,Rawah,C7745
3116,19,30,765,248,214,1641,Rawah,C7746
2927,10,0,2123,196,246,1725,Commanche,C7202
3090,26,242,1848,140,210,3438,Rawah,C7745
2246,29,404,552,126,220,454,Cache,C4703
3241,13,591,3500,216,210,4268,Rawah,C7745
3152,21,297,3663,161,243,1370,Commanche,C8772
3125,6,430,3661,213,245,850,Rawah,C7745
2773,14,60,2305,228,210,2971,Rawah,C7202
2867,21,162,365,246,202,1775,Rawah,C7746
2969,11,525,5160,228,245,2864,Rawah,C7746
3112,6,60,5343,219,228,3242,Rawah,C7201
2576,8,85,309,234,228,1436,Rawah,C4744
2721,20,192,1674,213,193,1187,Commanche,C4703
2746,8,124,1113,213,224,2105,Commanche,C4704
2893,4,268,3031,221,242,2442,Rawah,C4744
2817,15,30,4049,243,219,785,Rawah,C7745
2388,21,30,591,160,240,510,Cache,C4703
2838,12,636,2780,222,248,1874,Commanche,C4703
3244,8,638,5987,234,233,1597,Rawah,C7745
3149,6,513,2779,211,229,297,Commanche,C7756
3157,27,391,3550,227,240,947,Commanche,C7757
2198,23,108,1366,173,194,916,Cache,C4703
2940,11,60,3010,188,240,1249,Commanche,C7755
2911,15,30,2516,176,231,778,Commanche,C7201
2003,9,0,60,206,222,631,Cache,C6102
2925,15,644,1224,221,207,2561,Commanche,C7757
2988,10,503,3104,204,223,1506,Rawah,C4744
3023,14,162,1806,194,251,1455,Commanche,C7202
2950,21,342,4643,228,245,454,Rawah,C7746
2676,17,30,1149,169,229,2506,Rawah,C7745
3109,19,573,1290,164,226,1077,Commanche,C7757
2886,18,566,1044,241,204,541,Commanche,C7757
2734,4,297,2125,209,236,6134,Rawah,C4744
3360,11,150,942,238,227,3864,Neota,C7756
3061,11,424,2353,196,226,1138,Rawah,C7202
3108,13,295,234,185,226,1637,Neota,C7201
2438,15,391,891,220,205,1060,Cache,C2717
2948,14,108,1342,227,247,663,Commanche,C7757
2643,15,402,721,214,252,1337,Commanche,C2703
3057,13,30,5959,219,250,2405,Rawah,C7745
2834,19,417,433,227,195,1984,Rawah,C7745
3438,24,277,2589,250,198,1892,Commanche,C8772
3198,14,67,3569,180,235,1756,Rawah,C7201
2637,19,30,3466,240,237,2624,Commanche,C7102
3079,18,309,1790,229,199,3645,Commanche,C7700
3109,3,240,6615,224,236,2706,Rawah,C7745
2961,14,30,1764,213,208,1320,Rawah,C7745
3153,18,120,95,175,249,481,Neota,C7201
2428,13,256,765,188,226,1463,Cache,C4703
2810,25,323,684,172,253,1706,Commanche,C7757
2342,21,60,1320,166,207,228,Cache,C6101
2250,16,60,1617,175,235,824,Cache,C2717
3159,11,362,1883,218,216,3403,Commanche,C7755
2859,22,228,2616,157,242,671,Commanche,C4758
2961,6,60,2430,203,241,433,Rawah,C7102
2618,13,85,1500,202,214,4968,Rawah,C4744
3058,14,180,1170,242,231,1159,Commanche,C7756
2906,22,30,2123,216,186,1530,Commanche,C7757
2971,3,218,2493,223,234,1478,Rawah,C7745
2641,4,30,60,222,230,702,Commanche,C6102
2944,12,402,3348,232,215,2277,Rawah,C7745
2748,14,30,1710,214,210,2906,Rawah,C7745
2892,7,366,1230,205,230,2739,Commanche,C7756
2878,10,366,2343,237,231,2663,Rawah,C7745
2963,1,0,5508,220,236,2226,Rawah,C7202
3257,13,457,3492,209,213,3976,Rawah,C8776
3159,5,124,932,211,232,973,Neota,C7201
3215,4,30,3032,225,232,1776,Rawah,C7201
3155,8,497,1047,199,244,918,Commanche,C7202
3178,12,812,937,233,242,2067,Commanche,C7757
2901,10,703,3102,222,217,1537,Commanche,C4703
2189,30,180,1052,178,166,1224,Cache,C4703
1929,18,108,124,238,238,771,Cache,C2704
3284,8,67,4334,222,223,3605,Commanche,C7202
2250,37,212,957,115,162,466,Cache,C4703
2481,11,564,993,203,250,666,Cache,C2703
3111,14,120,1074,236,240,1978,Rawah,C7202
2594,13,175,1595,224,211,1932,Commanche,C4704
2820,32,192,2138,127,183,600,Commanche,C7757
3386,29,470,3107,188,251,2979,Rawah,C8772
3154,15,566,1650,228,207,3384,Commanche,C7700
3251,9,402,4511,219,248,892,Rawah,C7745
2496,19,297,849,176,209,1465,Cache,C4703
3202,22,330,1687,154,227,2163,Commanche,C7756
3080,13,591,1590,183,230,792,Commanche,C7755
2451,24,67,492,160,202,924,Commanche,C7757
3110,25,454,2173,225,177,1846,Commanche,C7757
3185,11,631,859,196,248,895,Commanche,C7202
3150,22,295,5724,156,242,2929,Rawah,C7201
2945,15,134,4756,244,226,6329,Rawah,C7745
3216,4,201,5903,224,231,700,Rawah,C7202
2934,27,361,485,252,192,2003,Rawah,C7746
3011,7,607,5466,200,239,5213,Rawah,C4744
3065,16,277,1805,214,252,242,Commanche,C7756
3051,6,228,3784,228,230,2015,Rawah,C7745
3313,15,607,1981,177,226,933,Commanche,C7755
3395,20,256,4268,180,204,3769,Rawah,C8776
3161,12,234,192,240,232,2658,Neota,C7756
3008,7,680,4369,226,225,3187,Rawah,C7745
3084,8,540,2579,196,238,1190,Commanche,C7756
3219,21,391,3263,192,192,3102,Commanche,C7700
2700,20,247,1290,172,250,1266,Commanche,C7757
3178,15,420,2920,184,221,3470,Rawah,C7746
3156,4,324,5160,225,232,376,Rawah,C7745
2958,15,201,4817,231,244,551,Rawah,C7746
2985,15,467,6344,244,229,2988,Rawah,C7746
2904,10,30,2012,222,217,2230,Rawah,C7102
3014,7,60,4552,201,235,618,Rawah,C7745
3170,13,362,2160,212,252,805,Rawah,C7201
2834,14,201,2429,231,211,3203,Rawah,C7745
3333,19,180,1421,237,239,3001,Rawah,C7201
2777,18,67,1563,220,198,2483,Commanche,C4703
3192,4,127,4203,226,239,865,Commanche,C7202
3260,10,277,3740,215,249,2696,Rawah,C7202
2080,30,201,212,183,164,457,Cache,C4703
2996,18,30,1632,226,199,1875,Rawah,C7202
2581,11,85,201,235,219,1368,Rawah,C4201
2588,33,351,1020,217,236,1060,Commanche,C2704
3285,9,666,604,195,235,1361,Neota,C7202
3330,18,703,2295,175,216,968,Commanche,C7756
3423,24,751,3347,168,252,2657,Rawah,C8772
3228,6,30,6074,228,230,391,Rawah,C7201
2975,16,150,2423,177,243,404,Rawah,C7745
3237,6,780,3807,230,232,2370,Rawah,C7101
3185,11,474,5686,197,248,1307,Rawah,C7745
2836,18,190,1100,213,198,577,Commanche,C7757
3199,7,170,5902,204,244,1679,Rawah,C7201
2930,6,60,1237,228,230,404,Commanche,C7756
3024,8,787,5905,206,247,5437,Rawah,C7745
2151,28,95,819,252,211,170,Cache,C2704
3090,13,693,1345,219,211,2701,Commanche,C7757
2271,25,446,543,209,178,541,Cache,C2717
2433,20,551,1341,184,201,518,Cache,C4703
2955,11,192,3649,216,217,2816,Rawah,C7745
2832,7,216,1953,206,230,1928,Rawah,C4744
3095,15,255,1699,212,252,799,Commanche,C7755
3067,12,360,3520,239,222,4966,Rawah,C7745
2955,0,433,3889,219,238,4439,Rawah,C4744
2316,13,384,722,222,212,170,Cache,C2717
3032,3,361,2040,220,232,2736,Commanche,C7756
2789,11,30,2571,238,227,3907,Rawah,C7202
3199,12,240,1106,200,218,666,Neota,C7700
3262,20,42,2461,197,254,547,Commanche,C8772
3425,16,566,2156,238,209,1485,Rawah,C8776
2735,10,300,902,235,222,999,Commanche,C7757
3093,9,459,6367,225,245,2721,Rawah,C7102
2742,4,295,2698,213,232,1323,Commanche,C7756
2975,8,210,4628,200,233,5788,Rawah,C4744
3230,5,598,589,209,244,484,Commanche,C7756
3239,6,655,671,204,240,2685,Commanche,C7755
2989,15,162,2248,232,244,3180,Commanche,C7702
2746,25,218,1573,223,176,1357,Commanche,C7700
3161,8,162,1126,221,246,579,Commanche,C7202
2878,8,0,1187,233,231,618,Commanche,C7756
3005,17,495,5385,213,252,1106,Rawah,C7746
3093,6,0,5178,209,231,732,Rawah,C7202
3040,3,182,3284,218,241,1025,Commanche,C7756
2883,18,85,953,199,254,285,Commanche,C7756
3103,16,124,3733,223,203,3919,Rawah,C7745
2887,17,480,1465,215,200,2783,Commanche,C7757
3192,3,524,5198,213,235,2140,Rawah,C7101
3137,10,90,5372,238,229,2033,Rawah,C7745
2830,6,0,3263,219,228,4904,Rawah,C7102
3085,19,295,3199,243,202,759,Commanche,C7757
2139,24,170,295,214,181,560,Cache,C4703
3021,33,404,1666,132,242,553,Commanche,C4758
2782,13,150,1342,216,210,2627,Commanche,C4704
2919,5,190,4756,221,229,3997,Rawah,C7202
3196,9,437,5998,196,243,2681,Rawah,C7201
3138,11,30,1981,204,251,541,Commanche,C7755
2462,9,300,892,230,223,1064,Cache,C2717
3173,14,459,402,243,227,807,Commanche,C7756
3047,7,228,1604,211,227,2844,Rawah,C7745
3163,3,108,552,223,233,2282,Neota,C7202
3188,18,67,1415,248,217,2536,Rawah,C7201
3101,6,335,1907,224,228,2195,Rawah,C7745
2879,4,268,3415,218,231,3151,Rawah,C4744
3305,17,95,1917,220,200,2699,Rawah,C8772
3172,16,361,2263,230,245,819,Rawah,C7201
2718,14,127,1189,213,208,1900,Rawah,C7745
2899,13,127,1295,204,215,2491,Commanche,C7756
3212,12,67,875,222,248,1198,Rawah,C7202
3142,9,218,1409,235,228,2220,Rawah,C7201
3221,22,234,2536,251,212,3122,Commanche,C8772
3006,5,30,3205,230,234,495,Rawah,C7101
2919,21,150,751,250,210,2681,Rawah,C7745
3100,14,395,4585,210,208,3035,Rawah,C7745
3363,9,782,959,195,239,2252,Commanche,C7756
3321,15,745,1358,241,235,2630,Rawah,C8772
3140,18,30,2832,197,254,450,Commanche,C4758
3392,6,190,2866,225,227,2105,Rawah,C8772
2694,21,150,1631,166,210,2763,Rawah,C7745
3360,20,228,2722,241,198,2404,Rawah,C8772
2962,18,256,5166,172,244,1377,Rawah,C7746
3037,12,242,4624,189,245,234,Rawah,C7746
3085,25,636,1248,252,200,2163,Commanche,C7757
3025,12,192,1320,188,245,421,Commanche,C7756
3021,6,210,2856,216,227,1237,Rawah,C7202
3249,13,210,997,226,211,2982,Neota,C7202
2988,16,85,3928,246,219,2329,Rawah,C7746
3187,6,0,1237,229,229,1530,Rawah,C7745
3119,25,300,1784,237,235,2121,Commanche,C7757
2747,8,134,1368,219,223,1385,Rawah,C7202
2629,13,0,1120,241,224,845,Rawah,C7746
2765,2,256,2624,222,236,6731,Rawah,C4744
2966,14,67,1172,228,246,541,Commanche,C4758
3050,15,67,3811,200,209,2624,Rawah,C7700
3353,25,1025,3918,143,222,2418,Commanche,C7755
3254,11,819,2190,239,224,2496,Commanche,C7757
3239,5,579,430,207,239,888,Commanche,C7756
3054,10,702,5991,219,249,4034,Rawah,C7745
2628,18,30,592,228,246,1537,Rawah,C7746
3231,9,283,5558,203,226,1660,Rawah,C7201
2996,18,582,703,180,212,1423,Commanche,C7757
2019,29,42,95,148,185,592,Cache,C6102
3056,15,649,2467,205,253,1310,Commanche,C7756
2435,21,120,912,214,189,1209,Commanche,C4703
2771,13,190,1772,224,211,1414,Rawah,C7745
2171,24,524,558,186,186,819,Cache,C4703
2878,3,30,2263,224,236,2616,Commanche,C6102
2730,3,361,2118,215,242,5878,Rawah,C4744
2692,4,210,2188,224,232,1822,Commanche,C7756
2612,7,240,3173,214,225,2726,Commanche,C4704
2407,19,150,1110,229,245,1575,Commanche,C2703
3047,17,30,2594,204,254,1165,Commanche,C7202
3263,6,120,3438,217,226,1921,Rawah,C7745
3035,7,541,4264,218,225,1560,Rawah,C7745
3234,7,242,2763,220,224,942,Rawah,C7202
2945,15,124,2010,183,221,2287,Commanche,C7757
3016,15,201,5070,198,211,1064,Rawah,C7745
2956,4,90,1950,227,235,218,Commanche,C7756
2627,9,30,1980,218,248,1008,Commanche,C6102
3065,22,810,953,170,200,1442,Commanche,C7700
3063,17,301,1261,199,205,342,Commanche,C7700
3006,8,212,939,233,229,2340,Rawah,C7745
2657,21,67,1816,250,212,5178,Rawah,C7745
3238,6,255,240,217,227,1318,Commanche,C7756
2532,4,481,765,223,232,3690,Rawah,C6731
2607,5,120,1253,224,229,277,Rawah,C7201
2810,16,395,2679,234,206,1956,Commanche,C7756
3068,18,799,811,248,217,1337,Rawah,C7745
2925,46,134,1273,245,149,1518,Commanche,C7757
3096,26,395,1613,253,201,2686,Commanche,C7757
2985,2,420,4424,215,239,5588,Rawah,C4744
2866,4,30,1414,218,231,2241,Rawah,C7745
3154,18,342,1284,167,232,2001,Commanche,C7756
3051,3,120,3109,225,236,684,Rawah,C7202
3146,19,210,931,219,196,2022,Commanche,C7201
2774,11,134,1974,234,221,3522,Rawah,C4744
2083,7,228,256,221,225,510,Cache,C4703
2913,13,190,3000,235,241,1678,Rawah,C7745
2760,7,255,2506,202,233,6788,Rawah,C4744
2904,11,234,1689,209,217,2597,Commanche,C7756
3041,12,446,3079,226,214,342,Rawah,C7745
2750,8,67,1727,232,226,2616,Rawah,C7102
3248,9,30,730,202,226,1261,Neota,C7700
3269,27,150,750,148,196,1329,Neota,C7757
2565,21,90,108,246,229,1677,Rawah,C7746
3140,5,67,4508,227,240,1890,Rawah,C7201
3255,5,277,134,227,230,942,Commanche,C7756
2978,7,362,4846,232,230,5507,Rawah,C7746
3066,9,426,2089,201,247,2486,Commanche,C7756
2717,8,120,1061,224,245,2040,Rawah,C4744
3065,18,778,782,248,219,1423,Rawah,C7745
2862,10,150,1645,192,234,1401,Commanche,C7202
2397,18,150,424,227,198,658,Commanche,C4703
2985,24,485,2230,237,185,1987,Commanche,C7757
2330,28,268,1266,217,168,966,Cache,C4703
2595,10,283,2475,210,218,540,Commanche,C2703
2976,11,794,1482,223,217,1919,Commanche,C7757
2785,11,0,3904,195,224,5401,Rawah,C6101
2708,17,180,1374,189,252,1213,Commanche,C7757
3095,8,0,2016,199,232,1154,Commanche,C7103
3011,1,703,5959,215,239,6326,Rawah,C7745
2907,15,95,1834,242,216,1514,Commanche,C7755
3157,11,323,1940,197,224,760,Commanche,C7202
3182,10,582,5796,214,218,825,Rawah,C7745
3190,7,0,4294,233,234,3282,Commanche,C7201
3067,14,524,5440,242,231,3248,Rawah,C7746
2938,14,350,1401,200,213,1717,Rawah,C7745
3205,10,437,268,234,221,937,Commanche,C7756
3063,16,67,1101,231,205,2346,Commanche,C7700
2702,12,162,2135,223,214,7029,Rawah,C7745
2937,9,212,2325,228,221,2283,Rawah,C7745
3175,7,366,4816,214,226,1584,Rawah,C7745
3053,12,256,1084,227,246,1187,Commanche,C7756
3014,14,360,1650,233,243,1249,Rawah,C7745
3232,16,603,931,199,207,1995,Commanche,C7757
2929,8,150,4507,210,224,3866,Rawah,C7745
3066,16,228,1989,237,239,1657,Commanche,C4758
3033,15,360,671,181,226,926,Neota,C7201
2870,22,216,3753,208,185,2776,Rawah,C7745
2900,18,492,1222,218,198,2191,Commanche,C7757
2596,26,60,2315,153,196,2416,Commanche,C4704
2974,6,376,3653,204,242,957,Rawah,C7745
2698,12,360,2308,240,233,2347,Commanche,C2705
2596,11,212,750,238,236,900,Rawah,C4201
3213,6,182,1015,222,244,124,Commanche,C7756
3304,12,421,949,237,219,3467,Neota,C7756
3053,7,30,2121,229,228,3573,Commanche,C7702
3008,2,175,379,216,241,1036,Rawah,C7202
3394,10,577,1921,237,231,1708,Rawah,C8703
3386,8,255,1719,197,242,799,Commanche,C8771
3004,5,658,5947,207,243,6488,Rawah,C7745
2009,18,30,255,167,225,474,Cache,C4703
2790,16,371,1800,233,243,1095,Rawah,C7746
2828,14,382,1722,241,219,765,Commanche,C7755
3142,11,90,2310,192,230,765,Commanche,C7202
2895,13,134,3231,236,240,2496,Rawah,C4744
2906,8,424,2998,228,242,2076,Rawah,C4744
3024,4,67,4595,212,233,870,Rawah,C7745
3175,13,67,3183,195,219,3877,Rawah,C7202
2863,10,95,3378,204,223,3249,Rawah,C4744
2999,11,30,1921,195,248,1342,Commanche,C7103
3096,19,618,3516,176,211,1681,Commanche,C8772
2980,10,216,242,193,244,1296,Commanche,C7756
2599,25,60,1301,179,183,830,Commanche,C7700
2913,9,182,5337,205,248,4938,Rawah,C7202
3178,8,0,4468,230,226,1869,Rawah,C7202
3091,10,90,1442,238,231,2934,Commanche,C7202
3003,16,408,1624,180,220,2419,Commanche,C7756
2148,33,162,484,243,216,510,Cache,C2717
3014,25,150,1353,154,199,1282,Commanche,C7756
2939,10,391,4447,218,219,6363,Rawah,C4744
3184,6,0,1100,231,231,2531,Rawah,C7202
3281,11,30,4444,225,215,3626,Commanche,C7202
2972,9,85,4660,210,221,5486,Rawah,C4744
2959,5,30,4934,228,233,6058,Rawah,C4744
2546,9,134,780,235,226,108,Rawah,C7745
2972,1,30,5463,218,236,2325,Rawah,C7202
2938,30,808,886,124,223,2171,Commanche,C7756
2640,14,313,1080,230,210,190,Rawah,C7201
3249,7,631,4855,214,247,2686,Rawah,C7201
2972,22,150,1506,251,208,1676,Commanche,C4758
2935,15,638,886,216,251,1650,Commanche,C7756
2857,21,0,182,238,196,443,Rawah,C7201
2948,18,335,342,238,203,1020,Rawah,C7745
3018,17,295,3751,225,202,4888,Rawah,C7745
2980,12,67,908,196,220,2186,Commanche,C7700
3029,13,30,1766,197,251,1390,Commanche,C7103
2512,10,120,379,227,220,339,Cache,C2717
3122,8,0,1090,205,226,2165,Rawah,C7201
2810,12,124,2096,210,251,2188,Commanche,C7702
2911,12,175,2964,192,225,1716,Commanche,C7201
2610,18,30,2089,211,253,1282,Commanche,C6102
2922,12,192,3922,227,214,5478,Rawah,C7102
2310,19,120,1080,211,196,834,Cache,C2706
3208,8,175,3013,211,248,1476,Commanche,C7202
3189,5,488,2049,213,231,2241,Commanche,C7756
2845,4,30,1271,209,240,1398,Commanche,C7202
3174,6,30,2133,228,228,745,Rawah,C7202
3240,10,661,1332,193,243,2678,Commanche,C7755
2588,10,85,1463,237,232,1176,Commanche,C2703
2870,3,335,3907,220,232,5449,Rawah,C4744
3047,16,824,6102,218,251,3183,Rawah,C7745
2760,12,60,2493,228,245,1719,Rawah,C4744
3840,9,1040,4655,214,222,2716,Commanche,C8776
1965,22,170,175,242,193,722,Cache,C2704
2888,17,362,1593,204,201,2854,Commanche,C7757
2991,3,216,4776,212,238,5807,Rawah,C4744
2804,8,376,1825,229,224,2784,Rawah,C4744
3258,5,30,888,215,229,2154,Rawah,C8771
3048,19,474,2984,200,254,1756,Commanche,C7202
3243,6,285,6177,231,234,547,Rawah,C7202
2946,15,42,4669,242,233,1328,Rawah,C7745
2713,11,124,1236,234,240,2014,Rawah,C4744
3049,7,306,987,206,229,1839,Commanche,C7756
3141,5,85,2791,222,228,1148,Rawah,C7202
2695,28,90,1343,241,175,960,Commanche,C4758
3361,11,42,4351,214,250,3456,Commanche,C7757
2900,18,283,793,186,208,1504,Commanche,C7757
2459,12,424,1050,187,238,883,Cache,C2717
3066,7,210,1518,228,241,759,Commanche,C7755
2906,18,277,1616,230,199,2053,Commanche,C7700
3071,8,30,2711,196,238,534,Commanche,C7202
3298,6,67,1445,214,228,865,Rawah,C8771
2647,8,277,895,219,224,1001,Rawah,C4744
2876,23,594,1165,154,209,1170,Commanche,C7756
3027,13,564,5731,206,252,3018,Rawah,C7745
3175,13,892,1443,189,225,1155,Commanche,C7755
3017,22,85,2781,168,250,190,Commanche,C7757
3269,26,0,2529,198,252,3666,Neota,C7757
3093,15,642,3961,209,206,3408,Rawah,C7745
3409,14,937,1168,181,236,1945,Commanche,C7756
2968,9,474,5700,235,236,4391,Rawah,C7745
3111,10,0,3915,228,218,3191,Commanche,C7201
3037,7,0,2845,232,236,458,Rawah,C7746
2936,5,60,3603,228,236,6346,Rawah,C7102
2239,27,309,1191,250,216,631,Cache,C2704
2995,9,85,5588,203,248,2670,Rawah,C7745
2725,6,175,1226,230,230,2067,Commanche,C4704
3119,18,270,3403,167,225,2101,Rawah,C7700
2122,19,30,1155,247,226,1406,Cache,C6102
3299,34,175,2605,231,151,400,Commanche,C8772
2895,15,108,1530,244,229,2197,Commanche,C7755
3090,10,0,2053,237,229,2142,Rawah,C7202
3240,13,277,3122,215,212,1463,Commanche,C7202
3028,6,120,2945,223,227,1275,Rawah,C7202
2840,21,30,5645,167,206,4629,Rawah,C7700
2991,4,0,4085,227,234,2402,Rawah,C7700
2587,15,90,930,244,226,808,Rawah,C7746
2208,18,0,430,180,212,1218,Cache,C6101
3029,23,218,1705,237,237,2292,Commanche,C7757
2837,9,277,1012,223,220,361,Commanche,C7756
2588,24,30,1434,169,192,659,Commanche,C4703
2605,25,366,977,195,177,1012,Commanche,C4703
2776,17,150,1744,178,215,3210,Rawah,C7746
2892,5,218,1879,229,232,1434,Commanche,C7756
3317,10,509,1345,230,243,2142,Commanche,C7756
3058,8,67,1282,231,227,2007,Rawah,C7745
2244,22,150,607,167,204,1591,Cache,C4703
3043,7,201,1142,233,233,2758,Rawah,C7745
3041,7,323,1200,231,230,2846,Rawah,C7745
2555,21,234,968,185,254,1504,Commanche,C2705
3148,14,277,5174,231,209,182,Rawah,C7745
2999,12,60,2347,187,236,1064,Commanche,C7201
2960,10,604,779,232,222,1894,Rawah,C7745
2933,21,390,2989,185,194,1722,Commanche,C4703
2487,22,30,579,160,212,886,Commanche,C7700
3263,13,443,600,187,227,120,Neota,C7700
2962,22,350,474,249,203,638,Commanche,C7757
2903,11,108,4360,226,246,3976,Rawah,C7746
3210,8,190,2136,229,242,2885,Rawah,C7745
3382,29,592,3212,165,251,2877,Rawah,C8772
2702,19,67,1531,191,201,1310,Commanche,C4703
2883,17,492,1442,207,201,2758,Commanche,C7757
3192,19,446,2165,199,254,882,Rawah,C7745
3237,15,458,607,244,221,883,Commanche,C7755
3206,8,192,1282,200,231,876,Neota,C7756
2929,18,331,811,167,237,1822,Commanche,C7756
3227,15,60,2461,245,226,2851,Rawah,C7745
2695,8,0,1530,227,223,579,Rawah,C7102
3063,21,691,2659,183,198,2431,Commanche,C7700
2916,18,60,2315,243,233,2804,Commanche,C7702
3100,12,268,797,240,222,1570,Commanche,C7756
2644,39,30,2520,115,154,6781,Rawah,C6101
2831,8,324,840,217,223,408,Rawah,C7202
3126,9,30,3181,234,236,3250,Rawah,C7202
2962,5,67,2285,219,244,1065,Commanche,C4758
2809,25,258,1207,202,252,1727,Commanche,C2705
3015,4,450,1779,211,242,1422,Commanche,C7756
2910,16,120,3219,246,221,1276,Commanche,C4758
3213,13,42,2278,214,251,3857,Neota,C7202
3264,15,210,1860,236,210,2301,Rawah,C8772
3110,19,85,3608,248,224,2402,Rawah,C7745
2947,15,295,5134,237,212,2632,Rawah,C7201
3366,9,664,977,231,223,4323,Neota,C8771
2932,11,604,882,235,222,2206,Rawah,C4744
2924,12,313,953,187,243,902,Commanche,C7756
3079,22,180,1579,153,227,384,Commanche,C7756
2126,31,85,797,251,208,134,Cache,C2704
2967,13,362,190,219,210,450,Commanche,C7757
3454,4,830,1610,208,239,1490,Commanche,C8776
2990,20,566,426,242,201,808,Commanche,C7757
3142,10,234,323,198,248,2790,Neota,C7756
3255,11,0,6114,226,246,242,Rawah,C8771
2130,14,0,987,235,213,1436,Cache,C6102
2547,14,216,1279,241,219,4227,Rawah,C6731
2988,3,0,5340,218,233,4775,Rawah,C7101
3010,22,212,4876,240,192,2787,Rawah,C7745
3112,24,300,2922,228,242,1356,Commanche,C7757
2809,12,42,3319,209,215,5450,Rawah,C4744
3469,21,247,4022,241,234,3867,Commanche,C7757
2548,19,350,774,214,194,816,Commanche,C4703
3325,14,120,2081,213,210,2100,Neota,C8771
3131,10,228,108,232,242,4800,Neota,C7201
2838,10,60,1998,192,242,1233,Commanche,C7202
3349,13,607,1511,228,246,1519,Neota,C7755
2912,21,277,1624,181,254,659,Commanche,C4758
2872,12,571,480,241,227,1222,Commanche,C4704
2973,11,228,4074,215,217,2054,Rawah,C7202
2972,4,342,3780,208,235,830,Rawah,C7745
2988,30,90,2603,252,207,1546,Commanche,C7709
3112,11,713,2002,218,217,3193,Commanche,C7755
2994,14,150,283,201,212,1448,Commanche,C7756
2674,15,300,350,222,205,351,Commanche,C4704
2758,12,150,661,234,241,2293,Rawah,C7745
